ns5:getStateResult/ns4:RequestState;ns5:getStateResult/ns4:MessageGUID;ns5:getStateResult/ns4:ErrorMessage/ns4:ErrorCode;ns5:getStateResult/ns4:ErrorMessage/ns4:Description;ns5:getStateResult/ns4:ErrorMessage/ns4:StackTrace
3;dcee9e40-1755-453a-9e0a-059d2c82cf69;INT016001;Справочник с реестровым номером 22215 не найден.;ru.lanit.hcs.integration.common.exception.OperationProcessorException  at ru.lanit.hcs.integration.nsicommon.spring.processor.ExportNsiItemProcessor.process(ExportNsiItemProcessor.java:86)  at ru.lanit.hcs.integration.nsicommon.spring.processor.ExportNsiItemProcessor.process(ExportNsiItemProcessor.java:28)  at ru.lanit.hcs.integration.common.spring.mdp.OperationProcessorInvokerMDP.process(OperationProcessorInvokerMDP.java:282)  at ru.lanit.hcs.integration.common.spring.mdp.OperationProcessorInvokerMDP.internalOnMessage(OperationProcessorInvokerMDP.java:174)  at ru.lanit.hcs.integration.common.spring.mdp.OperationProcessorInvokerMDP.onMessage(OperationProcessorInvokerMDP.java:93)  at org.springframework.jms.listener.AbstractMessageListenerContainer.doInvokeListener(AbstractMessageListenerContainer.java:685)  at org.springframework.jms.listener.AbstractMessageListenerContainer.invokeListener(AbstractMessageListenerContainer.java:623)  at org.springframework.jms.listener.AbstractMessageListenerContainer.doExecuteListener(AbstractMessageListenerContainer.java:591)  at org.springframework.jms.listener.AbstractPollingMessageListenerContainer.doReceiveAndExecute(AbstractPollingMessageListenerContainer.java:308)  at org.springframework.jms.listener.AbstractPollingMessageListenerContainer.receiveAndExecute(AbstractPollingMessageListenerContainer.java:246)  at org.springframework.jms.listener.DefaultMessageListenerContainer$AsyncMessageListenerInvoker.invokeListener(DefaultMessageListenerContainer.java:1142)  at org.springframework.jms.listener.DefaultMessageListenerContainer$AsyncMessageListenerInvoker.executeOngoingLoop(DefaultMessageListenerContainer.java:1134)  at org.springframework.jms.listener.DefaultMessageListenerContainer$AsyncMessageListenerInvoker.run(DefaultMessageListenerContainer.java:1031)  at java.lang.Thread.run(Thread.java:745) 
