ns13:getStateResult/ns4:RequestState;ns13:getStateResult/ns4:MessageGUID;ns13:getStateResult/ns13:CommonResult/ns4:GUID;ns13:getStateResult/ns13:CommonResult/ns4:TransportGUID;ns13:getStateResult/ns13:CommonResult/ns4:UpdateDate;ns13:getStateResult/ns13:CommonResult/ns4:GUID;ns13:getStateResult/ns13:CommonResult/ns4:TransportGUID;ns13:getStateResult/ns13:CommonResult/ns4:UpdateDate
3;f29ababe-e7a7-11e6-88b0-005056b6513d;8d27ccfb-20c5-46cb-a6ed-fab184306871;e7d71657-845c-46de-9e72-4b85efc483c2;2017-01-31T14:25:19.985+03:00;a587bf8e-3f8f-4716-8819-66fb428433e6;26b7d41b-ed73-46ed-b33d-a739f4810dcb;2017-01-31T14:25:19.959+03:00
