ns13:getStateResult/ns4:RequestState;ns13:getStateResult/ns4:MessageGUID;ns13:getStateResult/ns4:ErrorMessage/ns4:ErrorCode;ns13:getStateResult/ns4:ErrorMessage/ns4:Description
3;3f3c0a12-e7a8-11e6-88b0-005056b6513d;INT017023;"Год плана" и год "Начала проведения проверки" должны быть идентичными.
