ns13:getStateResult/ns4:RequestState;ns13:getStateResult/ns4:MessageGUID;ns13:getStateResult/ns13:NsiItem/ns6:NsiItemRegistryNumber;ns13:getStateResult/ns13:NsiItem/ns6:Created;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:Code;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:GUID;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:Modified;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:IsActual;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Name;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Value;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Name;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:NsiRef/ns6:NsiItemRegistryNumber;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:NsiRef/ns6:Ref/ns6:Code;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:NsiRef/ns6:Ref/ns6:GUID;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Name;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Value;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:Code;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:GUID;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:Modified;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:IsActual;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Name;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Value;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Name;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:NsiRef/ns6:NsiItemRegistryNumber;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:NsiRef/ns6:Ref/ns6:Code;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:NsiRef/ns6:Ref/ns6:GUID;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Name;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Value;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:Code;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:GUID;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:Modified;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:IsActual;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Name;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Value;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Name;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:NsiRef/ns6:NsiItemRegistryNumber;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:NsiRef/ns6:Ref/ns6:Code;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:NsiRef/ns6:Ref/ns6:GUID;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Name;ns13:getStateResult/ns13:NsiItem/ns6:NsiElement/ns6:NsiElementField/ns6:Value
3;15730299-e799-11e6-88b0-005056b6513d;225;2017-01-31T12:38:55.892+03:00;1;077948b0-b1c6-4162-8f21-d92adebeab5f;2015-07-07T14:28:40.403+03:00;true;Наименование вида административного наказания;Административный штраф;Вид   результата по делу об административном правонарушении;227;1;b75aea16-642f-4214-8bac-43b4194b57cd;Код значения;ВАН_Ш;2;deb110a4-ff44-4f3a-a2fe-adaa33363809;2015-07-07T14:28:40.403+03:00;true;Наименование вида административного наказания;Предупреждение;Вид   результата по делу об административном правонарушении;227;2;6cfcba73-5861-4739-8a38-08c3d771951b;Код значения;ВАН_УП;3;ab4cafb1-3216-44bc-afbf-1a41a3f17758;2015-07-07T14:28:40.403+03:00;true;Наименование вида административного наказания;Дисквалификация;Вид   результата по делу об административном правонарушении;227;1;b75aea16-642f-4214-8bac-43b4194b57cd;Код значения;ВАН_Д
