ns13:getStateResult/ns4:RequestState;ns13:getStateResult/ns4:MessageGUID;ns13:getStateResult/ns4:ErrorMessage/ns4:ErrorCode;ns13:getStateResult/ns4:ErrorMessage/ns4:Description;ns13:getStateResult/ns4:ErrorMessage/ns4:StackTrace
3;9c0ee3b4-e79a-11e6-88b0-005056b6513d;INT016001;Справочник с реестровым номером 22215 не найден.;ru.lanit.hcs.integration.common.exception.OperationProcessorException  at ru.lanit.hcs.integration.nsicommon.spring.processor.ExportNsiItemProcessor.process(ExportNsiItemProcessor.java:86)  at ru.lanit.hcs.integration.nsicommon.spring.processor.ExportNsiItemProcessor.process(ExportNsiItemProcessor.java:28)  at ru.lanit.hcs.integration.common.spring.mdp.OperationProcessorInvokerMDP.process(OperationProcessorInvokerMDP.java:295)  at ru.lanit.hcs.integration.common.spring.mdp.OperationProcessorInvokerMDP.internalOnMessage(OperationProcessorInvokerMDP.java:174)  at ru.lanit.hcs.integration.common.spring.mdp.OperationProcessorInvokerMDP.onMessage(OperationProcessorInvokerMDP.java:86)  at org.springframework.jms.listener.AbstractMessageListenerContainer.doInvokeListener(AbstractMessageListenerContainer.java:746)  at org.springframework.jms.listener.AbstractMessageListenerContainer.invokeListener(AbstractMessageListenerContainer.java:684)  at org.springframework.jms.listener.AbstractMessageListenerContainer.doExecuteListener(AbstractMessageListenerContainer.java:651)  at org.springframework.jms.listener.AbstractPollingMessageListenerContainer.doReceiveAndExecute(AbstractPollingMessageListenerContainer.java:317)  at org.springframework.jms.listener.AbstractPollingMessageListenerContainer.receiveAndExecute(AbstractPollingMessageListenerContainer.java:255)  at org.springframework.jms.listener.DefaultMessageListenerContainer$AsyncMessageListenerInvoker.invokeListener(DefaultMessageListenerContainer.java:1166)  at org.springframework.jms.listener.DefaultMessageListenerContainer$AsyncMessageListenerInvoker.executeOngoingLoop(DefaultMessageListenerContainer.java:1158)  at org.springframework.jms.listener.DefaultMessageListenerContainer$AsyncMessageListenerInvoker.run(DefaultMessageListenerContainer.java:1055)  at java.lang.Thread.run(Thread.java:745) 
