ns4:AckRequest/ns4:Ack/ns4:MessageGUID;ns4:AckRequest/ns4:Ack/ns4:RequesterMessageGUID
9c0ee3b4-e79a-11e6-88b0-005056b6513d;e6f58201-1cb9-4458-9b4d-cda1bd646c4d
